ID,component,defect
a9e0ed59-53e5-413d-8b55-e558b20d93d3,component,Grout Hole
268cb2e0-80e1-4235-b340-86028dac819f,defect,Leaks
268cb2e0-80e1-4235-b340-86028dac819f,component,Grout Hole
0ceadfff-8b82-45ba-90eb-6ca6982cbb15,defect,Leaks
0ceadfff-8b82-45ba-90eb-6ca6982cbb15,component,Grout Hole
e0411d29-87ed-433d-80ec-1831763586c9,defect,Leaks
e0411d29-87ed-433d-80ec-1831763586c9,component,Grout Hole
99063f92-60e7-47e4-976e-094afdc4f4af,defect,Leaks
99063f92-60e7-47e4-976e-094afdc4f4af,component,Grout Hole
f26655be-b856-476b-bc58-8cef466af992,defect,Leaks
f26655be-b856-476b-bc58-8cef466af992,component,Grout Hole
43cf7236-abfd-40fe-b560-8f8af40cbf4e,defect,Leaks
43cf7236-abfd-40fe-b560-8f8af40cbf4e,component,Grout Hole
efa90917-c235-4cf9-b323-b8a94e3153d6,defect,Leaks
efa90917-c235-4cf9-b323-b8a94e3153d6,component,Grout Hole
c9fdc995-9523-48e3-9c0e-7da09720998d,defect,Leaks
c9fdc995-9523-48e3-9c0e-7da09720998d,component,Grout Hole
b9871870-96a4-4a8e-90b9-186c50c26528,defect,Leaks
b9871870-96a4-4a8e-90b9-186c50c26528,component,Grout Hole
7b7c2330-3c0f-4b09-bb38-62213beec020,defect,Leaks
7b7c2330-3c0f-4b09-bb38-62213beec020,component,Grout Hole
f8cdc729-9127-417a-a2d9-b28979935e20,defect,Leaks
f8cdc729-9127-417a-a2d9-b28979935e20,component,Grout Hole
6923a151-569e-4c79-832d-06e2462dd3ef,defect,Leaks
6923a151-569e-4c79-832d-06e2462dd3ef,component,Grout Hole
d6a01c22-aa13-49e1-afe7-0763ddbb3450,defect,Leaks
d6a01c22-aa13-49e1-afe7-0763ddbb3450,component,Grout Hole
0be8b3f7-f868-4f1e-b14e-c478dee441cc,defect,Leaks
0be8b3f7-f868-4f1e-b14e-c478dee441cc,component,Grout Hole
1d888be2-04a6-4241-927d-2910d4a99ff0,defect,Leaks
1d888be2-04a6-4241-927d-2910d4a99ff0,component,Grout Hole
a6e0b2e4-db9b-49b2-9d6d-29bbe50390d4,defect,Leaks
a6e0b2e4-db9b-49b2-9d6d-29bbe50390d4,component,Grout Hole
f06c80e3-5682-495f-a885-501cd811ac7d,defect,Leaks
f06c80e3-5682-495f-a885-501cd811ac7d,component,Grout Hole
e4ef72ed-ca0f-4261-bba3-0952c8d679a6,defect,Leaks
e4ef72ed-ca0f-4261-bba3-0952c8d679a6,component,Grout Hole
1c644a43-7e83-419b-a0c1-f813fd13d212,defect,Leaks
1c644a43-7e83-419b-a0c1-f813fd13d212,component,Grout Hole
3a575d20-10f6-4265-a2b2-9f568e8fd700,defect,Leaks
3a575d20-10f6-4265-a2b2-9f568e8fd700,component,Grout Hole
6a3d7906-b64f-4603-b19f-922426027e83,defect,Leaks
6a3d7906-b64f-4603-b19f-922426027e83,component,Grout Hole
d3bf7479-0c34-4d2f-b0b2-59f5156eed18,defect,Leaks
d3bf7479-0c34-4d2f-b0b2-59f5156eed18,component,Grout Hole
87acaa45-4f8e-4882-bbe6-9ce61dc7ca13,defect,Leaks
87acaa45-4f8e-4882-bbe6-9ce61dc7ca13,component,Grout Hole
b16279e0-99ab-45fe-b1d3-265037fbdf81,defect,Leaks
b16279e0-99ab-45fe-b1d3-265037fbdf81,component,Grout Hole
607d8af8-14a6-47f6-8add-74e8c901ad80,defect,Leaks
607d8af8-14a6-47f6-8add-74e8c901ad80,component,Grout Hole
a3c43e32-4ed7-420f-8d76-6aef2312a986,defect,Leaks
ad10839b-344c-44a1-9b21-2961ef7c4345,defect,Leaks
ad10839b-344c-44a1-9b21-2961ef7c4345,component,Grout Hole
f5d9bf49-2bbd-43bc-9373-99fa2c9cd726,defect,Leaks
f5d9bf49-2bbd-43bc-9373-99fa2c9cd726,component,Grout Hole
d91677f0-c9f2-4352-87c7-ddf317fff271,defect,Leaks
d91677f0-c9f2-4352-87c7-ddf317fff271,component,Grout Hole
cdea7df3-064a-4e14-9665-6412460261c3,defect,Leaks
cdea7df3-064a-4e14-9665-6412460261c3,component,Grout Hole
bfc851af-aeb5-4ae3-9090-4a6ac9bd3d07,defect,Leaks
bfc851af-aeb5-4ae3-9090-4a6ac9bd3d07,component,Grout Hole
2ed79450-3592-46c3-b109-d5fd5d509b48,defect,Leaks
2ed79450-3592-46c3-b109-d5fd5d509b48,component,Grout Hole
5034d408-455e-4283-b547-4ca2d1d54a47,defect,Leaks
5034d408-455e-4283-b547-4ca2d1d54a47,component,Grout Hole
980af16f-ffb4-4903-b932-f4973a1052fe,defect,Leaks
980af16f-ffb4-4903-b932-f4973a1052fe,component,Grout Hole
e09099f4-96af-4e21-b13e-ccd619954aa0,defect,Leaks
e09099f4-96af-4e21-b13e-ccd619954aa0,component,Grout Hole
08aae027-4327-4a4c-9201-f348976270e5,defect,Leaks
08aae027-4327-4a4c-9201-f348976270e5,component,Grout Hole
d0090442-116a-45e1-8de5-394873aab1b8,defect,Leaks
d0090442-116a-45e1-8de5-394873aab1b8,component,Grout Hole
ba7ccb1d-c6a8-4c87-b73b-131dfcabc1a2,defect,Leaks
ba7ccb1d-c6a8-4c87-b73b-131dfcabc1a2,component,Grout Hole
170ca34b-5245-4250-9699-f54ed7b169ee,defect,Leaks
170ca34b-5245-4250-9699-f54ed7b169ee,component,Grout Hole
c12527bc-7d6c-4bd6-901c-89d415df2a89,defect,Leaks
c12527bc-7d6c-4bd6-901c-89d415df2a89,component,Grout Hole
e8332fc1-8a44-4347-bdb1-e36e0c72ef67,defect,Leaks
e8332fc1-8a44-4347-bdb1-e36e0c72ef67,component,Grout Hole
f1c0012b-81c6-4300-9405-f6d6cf190d7d,defect,Leaks
f1c0012b-81c6-4300-9405-f6d6cf190d7d,component,Grout Hole
2650350b-4fc7-4b59-af33-0c85d52e8150,defect,Leaks
2650350b-4fc7-4b59-af33-0c85d52e8150,component,Grout Hole
7de3b48d-492f-4fe6-ac6e-f2b2adfc7b37,defect,Leaks
7de3b48d-492f-4fe6-ac6e-f2b2adfc7b37,component,Grout Hole
33f56796-f7f0-490c-88db-6973fd75967d,defect,Leaks
33f56796-f7f0-490c-88db-6973fd75967d,component,Grout Hole
de3e0fcf-d5e1-4761-8afb-f9f644ff5c1e,defect,Leaks
7027e708-d5b6-4e29-9cdc-96e8819bd499,defect,Leaks
8742617c-3b3b-43c9-9350-773e945d5983,defect,Leaks
43301d51-a346-4bd9-81f1-b516be02ce90,defect,Leaks
43301d51-a346-4bd9-81f1-b516be02ce90,component,Grout Hole
ae42b3cd-04f1-4578-8b7c-7701004b6110,defect,Leaks
ae42b3cd-04f1-4578-8b7c-7701004b6110,component,Grout Hole
98101bea-c037-43fc-a216-3a0724f872ba,defect,Leaks
98101bea-c037-43fc-a216-3a0724f872ba,component,Grout Hole
86f8d434-03a7-473d-90e0-65e6770e7686,defect,Leaks
86f8d434-03a7-473d-90e0-65e6770e7686,component,Grout Hole
68bd883b-6972-430d-aebf-bf8141a71d02,defect,Leaks
68bd883b-6972-430d-aebf-bf8141a71d02,component,Grout Hole
66ffe96b-4672-4a55-a0d4-c33db28f2bbe,defect,Leaks
66ffe96b-4672-4a55-a0d4-c33db28f2bbe,component,Grout Hole
ccca4e7f-daf0-4e7a-af25-3eb421dcb0f1,defect,Leaks
ccca4e7f-daf0-4e7a-af25-3eb421dcb0f1,component,Grout Hole
9f7f3fa3-4a42-4b38-8e43-b387447b052e,defect,Leaks
9f7f3fa3-4a42-4b38-8e43-b387447b052e,component,Grout Hole
9ba48e91-858a-4bee-ab21-5dab1b0e6149,defect,Leaks
9ba48e91-858a-4bee-ab21-5dab1b0e6149,component,Grout Hole
b82752d8-2366-4009-ac4b-4b91e8b5b41a,defect,Leaks
b82752d8-2366-4009-ac4b-4b91e8b5b41a,component,Grout Hole
f48563cc-d2e9-4b61-9f63-59661682f969,defect,Leaks
f48563cc-d2e9-4b61-9f63-59661682f969,component,Grout Hole
54d7e00f-34a4-4c20-a7f3-e32f0ded50bd,defect,Leaks
54d7e00f-34a4-4c20-a7f3-e32f0ded50bd,component,Grout Hole
52de78ae-6c4a-4dae-aaca-6784e16fc876,defect,Leaks
52de78ae-6c4a-4dae-aaca-6784e16fc876,component,Grout Hole
61a9c2ed-5680-4531-8bc1-65717eea25ab,defect,Leaks
61a9c2ed-5680-4531-8bc1-65717eea25ab,component,Grout Hole
32bb53ee-07b9-4acb-a43f-22d7f8b2c799,defect,Leaks
32bb53ee-07b9-4acb-a43f-22d7f8b2c799,component,Grout Hole
afd41dfa-28f0-4631-aa30-0147e16ab012,defect,Leaks
afd41dfa-28f0-4631-aa30-0147e16ab012,component,Grout Hole
22add23c-91c5-4861-9c62-420c722496dd,defect,Leaks
22add23c-91c5-4861-9c62-420c722496dd,component,Grout Hole
b52e5cfa-16c8-4adc-9cfd-6dbe72993817,defect,Leaks
b52e5cfa-16c8-4adc-9cfd-6dbe72993817,component,Grout Hole
8b673589-a690-42c1-9c1d-bbbf9b1d34f5,defect,Leaks
8b673589-a690-42c1-9c1d-bbbf9b1d34f5,component,Grout Hole
2b1cf63b-fb8f-493d-ad32-75dae462bbac,defect,Leaks
2b1cf63b-fb8f-493d-ad32-75dae462bbac,component,Grout Hole
c8357f59-15b7-4282-a9a7-c8c0e232edc9,defect,Leaks
c8357f59-15b7-4282-a9a7-c8c0e232edc9,component,Grout Hole
7272ba37-86bb-49d0-9422-308f964401b6,defect,Leaks
7272ba37-86bb-49d0-9422-308f964401b6,component,Grout Hole
316909f7-4fcf-4713-94d2-b18f34dbc0c7,defect,Leaks
316909f7-4fcf-4713-94d2-b18f34dbc0c7,component,Grout Hole
085f0461-f363-4665-aa44-3d4f07d2b144,defect,Leaks
085f0461-f363-4665-aa44-3d4f07d2b144,component,Grout Hole
e1e22c10-7937-4e0b-93ea-b882df233c20,defect,Leaks
e1e22c10-7937-4e0b-93ea-b882df233c20,component,Grout Hole
614ebf1e-1fb8-4c33-b3bc-da5660251ff2,defect,Leaks
614ebf1e-1fb8-4c33-b3bc-da5660251ff2,component,Grout Hole
4693a01f-aa99-4581-9a03-90fc7496e81f,defect,Leaks
4693a01f-aa99-4581-9a03-90fc7496e81f,component,Grout Hole
80a0e5d1-407f-4028-a98c-4598d53261e3,defect,Leaks
80a0e5d1-407f-4028-a98c-4598d53261e3,component,Grout Hole
3654a9b3-f661-4d8a-b526-3a31756d6b2f,defect,Leaks
3654a9b3-f661-4d8a-b526-3a31756d6b2f,component,Grout Hole
4a53f3bc-01ae-4d70-8811-14c0a1e169cc,defect,Leaks
4a53f3bc-01ae-4d70-8811-14c0a1e169cc,component,Grout Hole
facf4c3d-19b0-485f-8866-8e323e769b30,defect,Leaks
facf4c3d-19b0-485f-8866-8e323e769b30,component,Grout Hole
4ceabdb5-a690-4589-871b-dd758e7e6212,defect,Leaks
4ceabdb5-a690-4589-871b-dd758e7e6212,component,Grout Hole
3f8425ef-e2fe-41fb-91a5-fdc4ea0addcd,defect,Leaks
3f8425ef-e2fe-41fb-91a5-fdc4ea0addcd,component,Grout Hole
c63163a1-ed6e-483f-b8f4-d0184f50e26d,defect,Leaks
c63163a1-ed6e-483f-b8f4-d0184f50e26d,component,Grout Hole
df9f393e-28bb-4d2b-bdd7-0440a3b5c669,defect,Leaks
df9f393e-28bb-4d2b-bdd7-0440a3b5c669,component,Grout Hole
aa84f9e1-d0fd-40ce-b49e-3451a8a815b3,defect,Leaks
aa84f9e1-d0fd-40ce-b49e-3451a8a815b3,component,Grout Hole
bf490b02-ad2a-4736-b773-9657be0720a6,defect,Leaks
bf490b02-ad2a-4736-b773-9657be0720a6,component,Grout Hole
0c734432-09e9-41a0-9d47-02d5274941cb,defect,Leaks
0c734432-09e9-41a0-9d47-02d5274941cb,component,Grout Hole
c4a482d6-c42a-4a53-ba1a-20529b41032b,defect,Leaks
c4a482d6-c42a-4a53-ba1a-20529b41032b,component,Grout Hole
8eb9921e-364e-4d3d-a93b-6cb87b8a1fed,defect,Leaks
8eb9921e-364e-4d3d-a93b-6cb87b8a1fed,component,Grout Hole
8328cf07-43cc-4478-a658-e3ae7b07bd63,defect,Leaks
8328cf07-43cc-4478-a658-e3ae7b07bd63,component,Grout Hole
10035fdb-4f70-4d90-92ca-19228210b621,defect,Leaks
10035fdb-4f70-4d90-92ca-19228210b621,component,Grout Hole
ba98c1ee-da82-4995-bdbb-7321612943e9,defect,Leaks
ba98c1ee-da82-4995-bdbb-7321612943e9,component,Grout Hole
81f1f015-1cf5-4c55-9e09-7ec47f9349df,defect,Leaks
81f1f015-1cf5-4c55-9e09-7ec47f9349df,component,Grout Hole
d3cb4bd5-5868-4bfc-a565-06c9960f2704,defect,Leaks
d3cb4bd5-5868-4bfc-a565-06c9960f2704,component,Grout Hole
af59cbc6-b4ee-40a5-b468-bd2b30887704,defect,Leaks
af59cbc6-b4ee-40a5-b468-bd2b30887704,component,Grout Hole
382f08af-6bfe-4980-ba0c-28794d7019e1,defect,Leaks
382f08af-6bfe-4980-ba0c-28794d7019e1,component,Grout Hole
84fd8589-72e3-4f5f-8571-ceb2af2dd6be,defect,Leaks
84fd8589-72e3-4f5f-8571-ceb2af2dd6be,component,Grout Hole
370ac7b9-1d76-4870-9ee1-88555e7f20cc,defect,Leaks
370ac7b9-1d76-4870-9ee1-88555e7f20cc,component,Grout Hole
dd6e1ffa-7d25-4b37-9cde-324d84846b79,defect,Leaks
dd6e1ffa-7d25-4b37-9cde-324d84846b79,component,Grout Hole
2aa90147-ca84-4184-b054-938be39279e4,defect,Leaks
2aa90147-ca84-4184-b054-938be39279e4,component,Grout Hole
f5c7ec6d-9532-4ed8-94b8-2b93c6158425,defect,Leaks
f5c7ec6d-9532-4ed8-94b8-2b93c6158425,component,Grout Hole
91d54b45-3670-4f84-95e1-0073e5f0c8a1,defect,Leaks
91d54b45-3670-4f84-95e1-0073e5f0c8a1,component,Grout Hole
4b3caefd-02ce-4c57-97fc-2a6cb7190cae,defect,Leaks
4b3caefd-02ce-4c57-97fc-2a6cb7190cae,component,Grout Hole
a1f58cbf-26a8-4fb5-a7d2-d94822cf7aa7,defect,Leaks
a1f58cbf-26a8-4fb5-a7d2-d94822cf7aa7,component,Grout Hole
844f3bb8-d61d-4982-94b4-cc0ee95e8f70,defect,Leaks
844f3bb8-d61d-4982-94b4-cc0ee95e8f70,component,Grout Hole
1673d7a4-6330-480b-8fe5-00b1e1c1909e,defect,Leaks
1673d7a4-6330-480b-8fe5-00b1e1c1909e,component,Grout Hole
912557c6-6b72-4bfc-9695-f3fd6c918f22,defect,Leaks
912557c6-6b72-4bfc-9695-f3fd6c918f22,component,Grout Hole
1276c4d9-eacb-4972-b5c0-eca7fb820a19,defect,Leaks
1276c4d9-eacb-4972-b5c0-eca7fb820a19,component,Grout Hole
1c211c47-e292-45ae-8ad8-daa1a5a7088a,defect,Leaks
1c211c47-e292-45ae-8ad8-daa1a5a7088a,component,Grout Hole
33bde6ca-4622-49fe-9d47-b684c3103611,defect,Leaks
33bde6ca-4622-49fe-9d47-b684c3103611,component,Grout Hole
aae6bbad-32b0-47cf-bdde-de3776d87ca9,defect,Leaks
aae6bbad-32b0-47cf-bdde-de3776d87ca9,component,Grout Hole
0285259a-39db-470b-85c6-70732354b245,defect,Leaks
0285259a-39db-470b-85c6-70732354b245,component,Grout Hole
048f336c-331c-44ab-be48-a1d1e382f180,defect,Leaks
048f336c-331c-44ab-be48-a1d1e382f180,component,Grout Hole
1afad40b-15fb-43fd-9090-cd3063378110,defect,Leaks
1afad40b-15fb-43fd-9090-cd3063378110,component,Grout Hole
ba45b649-d69a-49d7-b6e2-bb0f584e0664,defect,Leaks
ba45b649-d69a-49d7-b6e2-bb0f584e0664,component,Grout Hole
b92b7c1e-026e-4f31-bc04-671d0b06e110,defect,Leaks
b92b7c1e-026e-4f31-bc04-671d0b06e110,component,Grout Hole
d554bd2d-7cb1-4af7-8875-583bfca89b91,defect,Leaks
d554bd2d-7cb1-4af7-8875-583bfca89b91,component,Grout Hole
9f072eec-bbfb-4edc-9a17-abfd71805efa,defect,Leaks
9f072eec-bbfb-4edc-9a17-abfd71805efa,component,Grout Hole
e53136b1-bb5f-4bce-9dc3-02e1b4a87c2b,defect,Leaks
e53136b1-bb5f-4bce-9dc3-02e1b4a87c2b,component,Grout Hole
b2de3abf-8c34-41ca-83d1-ab5e0ccef930,defect,Leaks
b2de3abf-8c34-41ca-83d1-ab5e0ccef930,component,Grout Hole
8ca17581-6a6a-468d-8a43-336dbf106ab3,defect,Leaks
8ca17581-6a6a-468d-8a43-336dbf106ab3,component,Grout Hole
184741f7-6212-4904-b4a8-4e8c4b312917,defect,Leaks
184741f7-6212-4904-b4a8-4e8c4b312917,component,Grout Hole
6ea4c951-30b9-4f5b-b23c-f99bcff70e7f,defect,Leaks
6ea4c951-30b9-4f5b-b23c-f99bcff70e7f,component,Grout Hole
53ea838f-1b3e-46a4-a54d-04ebbdd27ea2,defect,Leaks
53ea838f-1b3e-46a4-a54d-04ebbdd27ea2,component,Grout Hole
4b6ed047-8f2d-4842-b554-1a467d3c9be7,defect,Leaks
4b6ed047-8f2d-4842-b554-1a467d3c9be7,component,Grout Hole
dbd56ce4-18b5-481c-913a-ce467af82689,defect,Leaks
dbd56ce4-18b5-481c-913a-ce467af82689,component,Grout Hole
5d7bcd33-15b8-4ab2-97fc-038921668f48,defect,Leaks
5d7bcd33-15b8-4ab2-97fc-038921668f48,component,Grout Hole
a63ac322-ff1b-4d1f-91d3-a09ecbcf07ee,defect,Leaks
a63ac322-ff1b-4d1f-91d3-a09ecbcf07ee,component,Grout Hole
b3d75579-8b4c-4cc2-a290-1ea68e35df4d,defect,Leaks
b3d75579-8b4c-4cc2-a290-1ea68e35df4d,component,Grout Hole
b90b56e0-0129-4599-ba0e-e4f39372e753,defect,Leaks
b90b56e0-0129-4599-ba0e-e4f39372e753,component,Grout Hole
3c121795-1042-4e8e-8d95-a15784cded50,defect,Leaks
3c121795-1042-4e8e-8d95-a15784cded50,component,Grout Hole
4db7c7dc-2fa8-4e8f-8c41-1c3a04fedffd,defect,Leaks
4db7c7dc-2fa8-4e8f-8c41-1c3a04fedffd,component,Grout Hole
46569f63-4078-4a43-bdda-cef44db6f9ae,defect,Leaks
46569f63-4078-4a43-bdda-cef44db6f9ae,component,Grout Hole
ef0c5393-8379-42fc-8507-adb91d07feff,defect,Leaks
ef0c5393-8379-42fc-8507-adb91d07feff,component,Grout Hole
045a9432-13d5-4cbd-830c-624b07d61535,defect,Leaks
045a9432-13d5-4cbd-830c-624b07d61535,component,Grout Hole
a7fb349a-5111-466d-9aad-0c3ebae9bf9e,defect,Leaks
a7fb349a-5111-466d-9aad-0c3ebae9bf9e,component,Grout Hole
7cc7f688-fc63-4e6e-8e3a-6db4c327dd3a,defect,Leaks
7cc7f688-fc63-4e6e-8e3a-6db4c327dd3a,component,Grout Hole
9d0f658b-3f36-418d-892d-187850d72c71,defect,Leaks
9d0f658b-3f36-418d-892d-187850d72c71,component,Grout Hole
521e53b8-bc23-4411-bd0e-d7d179c28578,defect,Leaks
521e53b8-bc23-4411-bd0e-d7d179c28578,component,Grout Hole
17ed5f55-ca9c-48c8-b66f-8c77f5a74027,defect,Leaks
17ed5f55-ca9c-48c8-b66f-8c77f5a74027,component,Grout Hole
8ef908c0-2712-4bd2-b46e-cda663dc170e,defect,Leaks
8ef908c0-2712-4bd2-b46e-cda663dc170e,component,Grout Hole
160801b1-24e0-45a4-bc5b-c9ad928b4eb4,defect,Leaks
160801b1-24e0-45a4-bc5b-c9ad928b4eb4,component,Grout Hole
3d8e9cc8-716d-449c-9aac-5bc30142281a,defect,Leaks
3d8e9cc8-716d-449c-9aac-5bc30142281a,component,Grout Hole
a2487185-90f8-4a29-8515-2c831d79021b,defect,Leaks
a2487185-90f8-4a29-8515-2c831d79021b,component,Grout Hole
b4885c26-3776-4005-9c96-cb3dfc339024,defect,Leaks
b4885c26-3776-4005-9c96-cb3dfc339024,component,Grout Hole
5174eef2-0dc2-4c92-a308-9ec66a9d7d4b,defect,Leaks
5174eef2-0dc2-4c92-a308-9ec66a9d7d4b,component,Grout Hole
1dcbae1b-b69b-4470-a674-2be5e6245d71,defect,Leaks
1dcbae1b-b69b-4470-a674-2be5e6245d71,component,Grout Hole
3465c876-82f9-49f7-9e0d-599143993618,defect,Leaks
3465c876-82f9-49f7-9e0d-599143993618,component,Grout Hole
f74256da-d7cd-455d-9433-5392dfb6e9e8,defect,Leaks
f74256da-d7cd-455d-9433-5392dfb6e9e8,component,Grout Hole
ea32ae07-b823-4520-8f26-8196b85ad429,defect,Leaks
ea32ae07-b823-4520-8f26-8196b85ad429,component,Grout Hole
ccc3ded3-fdf1-47e3-ac1c-da0b9500d3a0,defect,Leaks
ccc3ded3-fdf1-47e3-ac1c-da0b9500d3a0,component,Grout Hole
ef019a7b-7865-4db7-882e-1d2d5329e3d2,defect,Leaks
ef019a7b-7865-4db7-882e-1d2d5329e3d2,component,Grout Hole
3a52e56a-af1c-4c98-9913-8c36ff716e20,defect,Leaks
3a52e56a-af1c-4c98-9913-8c36ff716e20,component,Grout Hole
76b2d5eb-0410-4852-a0a7-a08ac3b1e577,defect,Leaks
76b2d5eb-0410-4852-a0a7-a08ac3b1e577,component,Grout Hole
4b2fbbb4-e5f1-4afe-8ab3-0fe540605dcd,defect,Leaks
4b2fbbb4-e5f1-4afe-8ab3-0fe540605dcd,component,Grout Hole
cfe54ede-ee42-4751-89af-6c13a85cea5d,defect,Leaks
cfe54ede-ee42-4751-89af-6c13a85cea5d,component,Grout Hole
3c2e15cb-7a21-4d53-a4b0-0f89d7f11183,defect,Leaks
3c2e15cb-7a21-4d53-a4b0-0f89d7f11183,component,Grout Hole
ad419b2a-f20a-4a7f-b4f7-40d344b4934c,defect,Leaks
ad419b2a-f20a-4a7f-b4f7-40d344b4934c,component,Grout Hole
af260108-5bab-4b21-92ba-444d71740860,defect,Leaks
af260108-5bab-4b21-92ba-444d71740860,component,Grout Hole
54660b4b-57a3-4117-a746-1d780ae3f40d,defect,Leaks
54660b4b-57a3-4117-a746-1d780ae3f40d,component,Grout Hole
abae6e06-b4bd-4499-920d-457328b1c41c,defect,Leaks
abae6e06-b4bd-4499-920d-457328b1c41c,component,Grout Hole
179eaf2d-e62f-489d-93be-4e78b5e791f5,defect,Leaks
179eaf2d-e62f-489d-93be-4e78b5e791f5,component,Grout Hole
879e381a-27ae-4e14-bdc3-748ea3f11f1e,defect,Leaks
879e381a-27ae-4e14-bdc3-748ea3f11f1e,component,Grout Hole
cc507814-2682-4353-87f7-1e1726041949,defect,Leaks
cc507814-2682-4353-87f7-1e1726041949,component,Grout Hole
5dda0774-5ff8-4870-8249-46c6e7be9076,defect,Leaks
5dda0774-5ff8-4870-8249-46c6e7be9076,component,Grout Hole
fd999a40-409f-4dae-844c-43cb3e341c20,defect,Leaks
fd999a40-409f-4dae-844c-43cb3e341c20,component,Grout Hole
02f673b9-dd04-4fa9-bbc5-054891e7a864,defect,Leaks
02f673b9-dd04-4fa9-bbc5-054891e7a864,component,Grout Hole
e2948b69-2bd7-4a29-9517-3712a49585dc,defect,Leaks
e2948b69-2bd7-4a29-9517-3712a49585dc,component,Grout Hole
7baeb5ef-a03a-485d-ac90-5f5b9800d55d,defect,Leaks
7baeb5ef-a03a-485d-ac90-5f5b9800d55d,component,Grout Hole
3c73278f-a8b5-4b99-821c-e2ab2d6bbd2d,defect,Leaks
3c73278f-a8b5-4b99-821c-e2ab2d6bbd2d,component,Grout Hole
a382b70f-09f4-4da4-b2f8-24a6dfb8c038,defect,Leaks
a382b70f-09f4-4da4-b2f8-24a6dfb8c038,component,Grout Hole
19ea13f8-6100-4eda-9838-ae0520c84b6a,defect,Leaks
19ea13f8-6100-4eda-9838-ae0520c84b6a,component,Grout Hole
b9f88f98-91f1-4a99-80dc-0fcc79827c40,defect,Leaks
b9f88f98-91f1-4a99-80dc-0fcc79827c40,component,Grout Hole
2d9836dd-9fa8-4f71-957e-e883bf1b416d,defect,Leaks
2d9836dd-9fa8-4f71-957e-e883bf1b416d,component,Grout Hole
f138d6a1-4601-4bff-90b3-f8281ac1c2f4,defect,Leaks
f138d6a1-4601-4bff-90b3-f8281ac1c2f4,component,Grout Hole
adb74f3c-f824-4001-a8cb-6eb6c2976469,defect,Leaks
adb74f3c-f824-4001-a8cb-6eb6c2976469,component,Grout Hole
af909b1d-fb07-4182-8795-bcf506ea0858,defect,Leaks
af909b1d-fb07-4182-8795-bcf506ea0858,component,Grout Hole
5d518eba-eefe-489b-b1e9-5a34b235ca76,defect,Leaks
5d518eba-eefe-489b-b1e9-5a34b235ca76,component,Grout Hole
ed47cc42-b7f8-496e-81d3-8821ed3cb755,defect,Leaks
ed47cc42-b7f8-496e-81d3-8821ed3cb755,component,Grout Hole
d9664945-a32d-41fd-92bb-d304114c5f3f,defect,Leaks
d9664945-a32d-41fd-92bb-d304114c5f3f,component,Grout Hole
3f7672fd-b38b-42ec-a395-67b43fc5c0c3,defect,Leaks
3f7672fd-b38b-42ec-a395-67b43fc5c0c3,component,Grout Hole
be4afb89-b0db-4375-9612-9d0ed0e9823e,defect,Leaks
be4afb89-b0db-4375-9612-9d0ed0e9823e,component,Grout Hole
f2aa7529-946b-4d63-bd0b-17acd893e323,defect,Leaks
f2aa7529-946b-4d63-bd0b-17acd893e323,component,Grout Hole
4f130d79-ccf9-49cd-a811-01fb7df13452,defect,Leaks
4f130d79-ccf9-49cd-a811-01fb7df13452,component,Grout Hole
626e99ab-1b01-4fb0-a3bb-7d37953c0117,defect,Leaks
626e99ab-1b01-4fb0-a3bb-7d37953c0117,component,Grout Hole
e502f0bf-53c2-4cb1-a50b-77dc4cb59cbb,defect,Leaks
e502f0bf-53c2-4cb1-a50b-77dc4cb59cbb,component,Grout Hole
c2f95db6-cfad-4990-a4a0-2f615f3ae1dd,defect,Leaks
c2f95db6-cfad-4990-a4a0-2f615f3ae1dd,component,Grout Hole
a14f9d37-8709-462b-83ad-8221c9bf0dd9,defect,Leaks
a14f9d37-8709-462b-83ad-8221c9bf0dd9,component,Grout Hole
f2a740e3-dab8-4809-bae4-5deed329e671,defect,Leaks
f2a740e3-dab8-4809-bae4-5deed329e671,component,Grout Hole
7661700e-2260-4a8b-950b-7186676f5bbd,defect,Leaks
7661700e-2260-4a8b-950b-7186676f5bbd,component,Grout Hole
608b8bb4-ea92-46a6-81f4-0d89392ecd02,defect,Leaks
608b8bb4-ea92-46a6-81f4-0d89392ecd02,component,Grout Hole
fa7fe671-af76-488a-a6a9-60ded0ed5fad,defect,Leaks
fa7fe671-af76-488a-a6a9-60ded0ed5fad,component,Grout Hole
bf2c38e8-1917-4d8e-9894-45b5544082df,defect,Leaks
bf2c38e8-1917-4d8e-9894-45b5544082df,component,Grout Hole
ce549d51-8f49-4ccd-b7de-f055ba4b067c,defect,Leaks
ce549d51-8f49-4ccd-b7de-f055ba4b067c,component,Grout Hole
78c656e8-cd87-42a0-bc2b-47513f710a02,defect,Leaks
78c656e8-cd87-42a0-bc2b-47513f710a02,component,Grout Hole
844078b0-8358-4377-971f-ac0836610139,defect,Leaks
844078b0-8358-4377-971f-ac0836610139,component,Grout Hole
de672d25-1ee4-4538-8cb9-dd73ad3a4ff3,defect,Leaks
de672d25-1ee4-4538-8cb9-dd73ad3a4ff3,component,Grout Hole
2d09fe99-69dd-4dbc-a322-035ec0a4a32f,defect,Leaks
2d09fe99-69dd-4dbc-a322-035ec0a4a32f,component,Grout Hole
291277bb-9d78-4540-a02d-c015234cb742,defect,Leaks
291277bb-9d78-4540-a02d-c015234cb742,component,Grout Hole
